component	msgctxt	msgid	draft_msgstr	hard_terms
postgres		permission denied to create subscription	[REVIEW: subscription, permission] अनुमति अस्वीकार गरियो to create subscription	subscription, permission
postgres		"Only roles with privileges of the ""%s"" role may create subscriptions."	"[REVIEW: subscription, privilege, role; untranslated] Only roles with privileges of the ""%s"" role may create subscriptions."	subscription, privilege, role
postgres		"subscription ""%s"" could not connect to the publisher: %s"	"[REVIEW: subscription] subscription ""%s"" गर्न सकिएन connect to the publisher: %s"	subscription
postgres		"created replication slot ""%s"" on publisher"	"[REVIEW: replication, replica, slot; untranslated] created replication slot ""%s"" on publisher"	replication, replica, slot
postgres		subscription was created, but is not connected	[REVIEW: subscription; untranslated] subscription was created, but is not connected	subscription
postgres		To initiate replication, you must manually create the replication slot, enable the subscription, and refresh the subscription.	[REVIEW: subscription, replication, replica, slot; untranslated] To initiate replication, you must manually create the replication slot, enable the subscription, and refresh the subscription.	subscription, replication, replica, slot
postgres		"cannot set option ""%s"" for enabled subscription"	"[REVIEW: subscription] गर्न सकिँदैन set option ""%s"" for enabled subscription"	subscription
postgres		"cannot set option ""%s"" for a subscription that does not have a slot name"	"[REVIEW: subscription, slot; sentence] गर्न सकिँदैन set option ""%s"" for a subscription that does not have a slot नाम"	subscription, slot
postgres		"subscription ""%s"" does not exist"	"[REVIEW: subscription] subscription ""%s"" अवस्थित छैन"	subscription
postgres		cannot set %s for enabled subscription	[REVIEW: subscription] गर्न सकिँदैन set %s for enabled subscription	subscription
postgres		slot_name and two_phase cannot be altered at the same time	[REVIEW: slot] slot_नाम and two_phase गर्न सकिँदैन be altered at the same time	slot
postgres		cannot alter two_phase when logical replication worker is still running	[REVIEW: logical replication, replication, replica] गर्न सकिँदैन alter two_phase when logical replication worker is still running	logical replication, replication, replica
postgres		Try again after some time.	[REVIEW: untranslated] Try again after some time.	
postgres		cannot disable two_phase when prepared transactions are present	[REVIEW: transaction] गर्न सकिँदैन disable two_phase when prepared transactions are present	transaction
postgres		Resolve these transactions and try again.	[REVIEW: transaction; untranslated] Resolve these transactions and try again.	transaction
postgres		cannot enable subscription that does not have a slot name	[REVIEW: subscription, slot] गर्न सकिँदैन enable subscription that does not have a slot नाम	subscription, slot
postgres		ALTER SUBSCRIPTION with refresh is not allowed for disabled subscriptions	[REVIEW: subscription; untranslated] ALTER SUBSCRIPTION with refresh is not allowed for disabled subscriptions	subscription
postgres		Use ALTER SUBSCRIPTION ... SET PUBLICATION ... WITH (refresh = false).	[REVIEW: subscription, publication; untranslated] Use ALTER SUBSCRIPTION ... SET PUBLICATION ... WITH (refresh = false).	subscription, publication
postgres		ALTER SUBSCRIPTION with refresh and copy_data is not allowed when two_phase is enabled	[REVIEW: subscription; untranslated] ALTER SUBSCRIPTION with refresh and copy_data is not allowed when two_phase is enabled	subscription
postgres		Use ALTER SUBSCRIPTION ... SET PUBLICATION with refresh = false, or with copy_data = false, or use DROP/CREATE SUBSCRIPTION.	[REVIEW: subscription, publication; untranslated] Use ALTER SUBSCRIPTION ... SET PUBLICATION with refresh = false, or with copy_data = false, or use DROP/CREATE SUBSCRIPTION.	subscription, publication
postgres		Use %s with refresh = false, or with copy_data = false, or use DROP/CREATE SUBSCRIPTION.	[REVIEW: subscription; untranslated] Use %s with refresh = false, or with copy_data = false, or use DROP/CREATE SUBSCRIPTION.	subscription
postgres		ALTER SUBSCRIPTION ... REFRESH is not allowed for disabled subscriptions	[REVIEW: subscription; untranslated] ALTER SUBSCRIPTION ... REFRESH is not allowed for disabled subscriptions	subscription
postgres		ALTER SUBSCRIPTION ... REFRESH with copy_data is not allowed when two_phase is enabled	[REVIEW: subscription; untranslated] ALTER SUBSCRIPTION ... REFRESH with copy_data is not allowed when two_phase is enabled	subscription
postgres		Use ALTER SUBSCRIPTION ... REFRESH with copy_data = false, or use DROP/CREATE SUBSCRIPTION.	[REVIEW: subscription; untranslated] Use ALTER SUBSCRIPTION ... REFRESH with copy_data = false, or use DROP/CREATE SUBSCRIPTION.	subscription
postgres		skip WAL location (LSN %X/%X) must be greater than origin LSN %X/%X	[REVIEW: WAL, LSN; untranslated] skip WAL location (LSN %X/%X) must be greater than origin LSN %X/%X	WAL, LSN
postgres		"subscription ""%s"" does not exist, skipping"	"[REVIEW: subscription] subscription ""%s"" अवस्थित छैन, skipping"	subscription
postgres		"dropped replication slot ""%s"" on publisher"	"[REVIEW: replication, replica, slot; untranslated] dropped replication slot ""%s"" on publisher"	replication, replica, slot
postgres		"could not drop replication slot ""%s"" on publisher: %s"	"[REVIEW: replication, replica, slot] गर्न सकिएन drop replication slot ""%s"" on publisher: %s"	replication, replica, slot
postgres		subscription with OID %u does not exist	[REVIEW: subscription, OID] subscription with OID %u अवस्थित छैन	subscription, OID
postgres		could not receive list of replicated tables from the publisher: %s	[REVIEW: replica] गर्न सकिएन receive list of replicated tables from the publisher: %s	replica
postgres		"subscription ""%s"" requested copy_data with origin = NONE but might copy data that had a different origin"	"[REVIEW: subscription; untranslated] subscription ""%s"" requested copy_data with origin = NONE but might copy data that had a different origin"	subscription
postgres		The subscription being created subscribes to a publication (%s) that contains tables that are written to by other subscriptions.	[REVIEW: subscription, publication; untranslated] The subscription being created subscribes to a publication (%s) that contains tables that are written to by other subscriptions.	subscription, publication
